id,event_time_utc,symbol,direction,primary_filter,entry_theoretical,sl_theoretical,tp_theoretical,levels_source,sl_multiplier,tp_multiplier,scan_score,final_ai_score,research_score,learning_score,dynamic_threshold,long_score,short_score,tf4h_status,macro_bias,vision_state,vision_approved,image_retained,exact_rejection_reason,window_4h_complete,first_static_hit,first_hit_at,mfe_r_before_exit,mae_r_before_exit,static_exit_r,trailing_approx_exit,trailing_approx_exit_r,hypothetical_pnl_usd_identifiable,verdict_4h
244,2026-06-25T19:00:49Z,SNDKUSDT,LONG,MACRO,2292.6,2216.050086,2445.699828,production-defaults-reconstructed,1.5,2,0.779,0,,,,82,7,CONFIRMS,BEARISH,PARABOLIC,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con BTC y ETH cayendo -4.61% y -5.56% respectivamente en 12h, confirmando una tendencia bajista clara en 4h, lo que genera alta confianza para operaciones cortas con posición reducida.",YES,none,,1.06283594,0.3281519,0.28216883,sl,0.02994909,,FALSE_NEGATIVE_PROFITABLE
246,2026-06-25T19:15:51Z,ZECUSDT,SHORT,AI_CONTEXT,394.18,406.8863923,368.7672154,production-defaults-reconstructed,1.5,2,0.551,46,,,,2,82,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-25T21:32:00Z,0.05272937,1.37253751,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
248,2026-06-25T19:30:49Z,LABUSDT,LONG,MACRO,18.928,17.78408632,21.21582736,production-defaults-reconstructed,1.5,2,0.603,0,,,,75,0,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12/100) con BTC y ETH cayendo -4.84% y -5.97% respectivamente en 12h, confirmado por tendencia bajista en 4h (EMA8<EMA21), creando una oportunidad clara para posiciones cortas con riesgo controlado.",YES,sl,2026-06-25T20:01:00Z,0.75180498,1.07613015,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
250,2026-06-25T19:45:49Z,SNDKUSDT,LONG,MACRO,2297.66,2216.7708797,2459.4382406,production-defaults-reconstructed,1.5,2,0.775,0,,,,82,7,CONFIRMS,BEARISH,PARABOLIC,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 12) con caídas sostenidas en BTC y ETH, confirmadas por tendencia bajista en 4h, generando un entorno altamente favorable para posiciones cortas con tamaño reducido.",YES,none,,0.94326653,0.23909272,0.21832355,horizon,0.21832355,,FALSE_NEGATIVE_PROFITABLE
252,2026-06-25T23:30:46Z,HYPEUSDT,LONG,MACRO,65.189,62.96735888,69.63228224,production-defaults-reconstructed,1.5,2,0.574,0,,,,77,0,CONTRADICTS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con caídas pronunciadas en BTC y ETH, tendencia bajista confirmada y señal de inteligencia negativa, pero la confianza media sugiere esperar mejor confirmación antes de operar agresivamente.",YES,sl,2026-06-26T01:25:00Z,0.12828355,1.07083002,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
254,2026-06-26T00:45:44Z,SNDKUSDT,LONG,MACRO,2279.9,2201.0040605,2437.691879,production-defaults-reconstructed,1.5,2,0.59,0,,,,87,0,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El miedo extremo en el mercado (13/100), caídas significativas en BTC y ETH con confirmación de tendencia bajista en 4h, genera un sesgo bearish que permite shorts con posición reducida.",YES,sl,2026-06-26T02:16:00Z,0.25996268,1.11640726,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
256,2026-06-26T01:00:47Z,SOLUSDT,SHORT,IMAGE,67.69,69.2211478,64.6277044,production-defaults-reconstructed,1.5,2,0.521,63,,,,7,57,CONFIRMS,BEARISH,MID_TREND,0,NO,"Chart MID_TREND + imagen rechaza: El precio está en recuperación dentro de una zona de soporte, sin señales claras de debilidad para confirmar una entrada en corto.",YES,none,,1.19518181,0.5159528,-0.21552459,sl,0.04420866,,CORRECT_REJECTION_LOSS_AVOIDED
258,2026-06-26T01:15:45Z,SNDKUSDT,LONG,MACRO,2277.67,2202.47272495,2428.0645501,production-defaults-reconstructed,1.5,2,0.532,0,,,,87,0,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo (13/100), caídas en BTC y ETH, y EMA bajistas confirman un mercado en capitulación donde los shorts son la estrategia preferente con tamaño moderado.",YES,sl,2026-06-26T02:16:00Z,0.0880351,1.14166371,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
260,2026-06-26T01:45:49Z,SOXLUSDT,SHORT,AI_CONTEXT,238.74,252.7743309,210.6713382,production-defaults-reconstructed,1.5,2,0.607,46,,,,0,82,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,1.22200339,0.12968199,0.57715612,horizon,0.57715612,,FALSE_NEGATIVE_PROFITABLE
262,2026-06-26T02:00:47Z,REUSDT,SHORT,AI_CONTEXT,0.5496,0.58208136,0.48463728,production-defaults-reconstructed,1.5,2,0.577,46,,,,12,82,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-26T03:32:00Z,0.53569186,1.4592985,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
264,2026-06-26T02:15:48Z,DRAMUSDT,SHORT,SCORE,73.18,75.6103078,68.3193844,production-defaults-reconstructed,1.5,2,0.606,50,,,69,0,57,NEUTRAL,BEARISH,LATE_TREND,1,NO,Score insuficiente: 50 < threshold dinámico 69 (macro=BEARISH 4h=NEUTRAL intel=SHORT pos=2),YES,none,,0.89700572,0.32917641,0.11109704,horizon,0.11109704,,FALSE_NEGATIVE_PROFITABLE
266,2026-06-26T02:30:49Z,WLDUSDT,SHORT,AI_CONTEXT,0.4639,0.48401702,0.42366595,production-defaults-reconstructed,1.5,2,0.676,28,,,,0,72,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,0.44738229,0.83014269,-0.60148063,horizon,-0.60148063,,CORRECT_REJECTION_LOSS_AVOIDED
268,2026-06-26T03:30:49Z,DRAMUSDT,SHORT,AI_CONTEXT,71.19,73.7122617,66.1454766,production-defaults-reconstructed,1.5,2,0.75,31,,,,2,67,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-26T05:32:00Z,0.07532922,1.02289148,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
269,2026-06-26T03:30:50Z,DRAMUSDT,SHORT,AI_CONTEXT,71.19,73.7122617,66.1454766,production-defaults-reconstructed,1.5,2,0.75,31,,,,2,67,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-26T05:32:00Z,0.07532922,1.02289148,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
270,2026-06-26T03:45:48Z,WLDUSDT,SHORT,AI_CONTEXT,0.4661,0.48627747,0.42574506,production-defaults-reconstructed,1.5,2,0.703,56,,,,15,95,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,sl,2026-06-26T07:12:00Z,0,1.01102869,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
272,2026-06-26T04:00:48Z,SOXLUSDT,SHORT,AI_CONTEXT,233.32,247.2282052,205.5035896,production-defaults-reconstructed,1.5,2,0.681,47,,,,2,87,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,0.49323402,0.50114302,-0.28256701,horizon,-0.28256701,,CORRECT_REJECTION_LOSS_AVOIDED
274,2026-06-26T04:15:49Z,SKHYNIXUSDT,SHORT,AI_CONTEXT,1730.87,1793.77847015,1605.0530597,production-defaults-reconstructed,1.5,2,0.852,34,,,,20,70,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,0.62837325,0.75713175,-0.63663923,horizon,-0.63663923,,CORRECT_REJECTION_LOSS_AVOIDED
276,2026-06-26T04:45:48Z,DRAMUSDT,SHORT,AI_CONTEXT,71.75,74.34161,66.56678,production-defaults-reconstructed,1.5,2,0.748,75,,,,6,96,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: Confluencia de señal NO OPERAR del modelo de inteligencia + RSI en sobrevendido (34.83) genera riesgo alto de rebote inmediato sin confirmación de sesión/noticias.,YES,sl,2026-06-26T07:12:00Z,0.16206142,1.01867179,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
278,2026-06-26T06:45:46Z,SKHYNIXUSDT,SHORT,AI_CONTEXT,1752.03,1821.2527053,1613.5845894,production-defaults-reconstructed,1.5,2,0.625,56,,,,20,95,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,0.12279208,0.38238898,-0.10011166,horizon,-0.10011166,,CORRECT_REJECTION_LOSS_AVOIDED
280,2026-06-26T07:00:51Z,SOXLUSDT,SHORT,IMAGE,239.57,253.2039287,212.3021426,production-defaults-reconstructed,1.5,2,0.575,67,,,,0,72,CONFIRMS,BEARISH,MID_TREND,0,NO,"Chart MID_TREND + imagen rechaza: El precio está en recuperación después de una caída, mostrando resistencia con velas verdes, lo que hace riesgoso un short en este momento.",YES,none,,0.88529141,0.03153896,0.70559266,horizon,0.70559266,,FALSE_NEGATIVE_PROFITABLE
282,2026-06-26T10:00:48Z,SOXLUSDT,SHORT,AI_CONTEXT,229.83,242.4890364,204.5119272,production-defaults-reconstructed,1.5,2,0.694,72,,,,0,87,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: Posición ETHUSDT abierta con 5x apalancamiento y PnL negativo genera riesgo sistémico en tu cuenta; RSI 41.07 en zona media-baja sin sobreventa clara reduce validez de entrada SHORT.,YES,none,,1.20625295,0.16825925,0.09795374,sl,0.01815541,,FALSE_NEGATIVE_PROFITABLE
284,2026-06-26T10:15:45Z,SLXUSDT,LONG,MACRO,0.4111,0.36758301,0.49813398,production-defaults-reconstructed,1.5,2,0.69,0,,,,68,8,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo con BTC y ETH cayendo fuerte en tendencia bajista confirmada, pero la señal de inteligencia recomienda abstenerse debido a baja confianza, por lo que solo se permite operar shorts con posición reducida (0.6x).",YES,sl,2026-06-26T12:37:00Z,0.17992972,1.08394444,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
286,2026-06-26T10:45:44Z,SLXUSDT,LONG,MACRO,0.4163,0.37214514,0.50460972,production-defaults-reconstructed,1.5,2,0.691,0,,,,68,8,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 13/100) con BTC y ETH en fuerte caída y tendencia bajista confirmada, creando condiciones favorables para operar cortos con tamaño reducido.",YES,sl,2026-06-26T12:33:00Z,0.03057421,1.01642267,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
288,2026-06-26T11:00:59Z,MSTRUSDT,SHORT,IMAGE,83.72,86.3295524,78.5008952,production-defaults-reconstructed,1.5,2,0.583,61,,,,2,82,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Chart LATE_TREND + imagen rechaza: El precio está en una zona de soporte débil después de una caída pronunciada, sin confirmación clara de continuación bajista y con posible rebote alcista en curso.",YES,sl,2026-06-26T13:58:00Z,0.60546782,1.67844876,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
290,2026-06-26T11:15:45Z,SLXUSDT,LONG,MACRO,0.4138,0.37191516,0.49756967,production-defaults-reconstructed,1.5,2,0.658,0,,,,58,0,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — Mercado en pánico extremo con presión vendedora en BTC y ETH, pero la baja confianza de las señales sugiere esperar confirmación antes de operar shorts agresivos.",YES,sl,2026-06-26T12:33:00Z,0.06135872,1.01182204,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
292,2026-06-26T11:30:50Z,SOXLUSDT,SHORT,AI_CONTEXT,229.71,242.0178618,205.0942764,production-defaults-reconstructed,1.5,2,0.694,70,,,,0,87,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: Señal bloqueada por inteligencia + RSI en zona baja (41.11) + volumen decreciente (0.408x) crea conflicto de validación crítico.,YES,none,,1.33248165,0.13406065,0.63536625,sl,0.01866368,,FALSE_NEGATIVE_PROFITABLE
294,2026-06-26T11:45:45Z,SLXUSDT,LONG,MACRO,0.406,0.3635527,0.4908946,production-defaults-reconstructed,1.5,2,0.625,0,,,,58,0,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 13) con BTC y ETH en caída pronunciada y tendencia bajista confirmada en 4h, pero la confianza es baja por lo que se recomienda esperar señales más claras antes de operar.",YES,sl,2026-06-26T12:47:00Z,0.20283976,1.07073948,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
296,2026-06-26T12:00:50Z,HYPEUSDT,SHORT,IMAGE,62.13,64.0964145,58.197171,production-defaults-reconstructed,1.5,2,0.536,50,,,,2,67,CONFIRMS,BEARISH,MID_TREND,0,NO,"Chart MID_TREND + imagen rechaza: El precio está en zona de soporte con volumen bajo y reciente recuperación, no hay confirmación clara de inversión bajista.",YES,sl,2026-06-26T14:04:00Z,0.57820973,1.01860518,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
298,2026-06-26T12:15:46Z,AAVEUSDT,LONG,MACRO,87.3,84.041964,93.816072,production-defaults-reconstructed,1.5,2,0.516,0,,,,82,2,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con tendencia bajista confirmada en Bitcoin y caída fuerte en Ethereum, pero la baja confianza de la IA desaconseja operar con tamaño completo, recomendando solo shorts de prueba con riesgo reducido.",YES,tp,2026-06-26T16:03:00Z,2.11477098,0.54634142,2,tp,2,,FALSE_NEGATIVE_PROFITABLE
300,2026-06-26T12:30:47Z,LABUSDT,LONG,MACRO,18.927,17.8370887,21.10682259,production-defaults-reconstructed,1.5,2,0.561,0,,,,96,6,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (13/100), la caída de ETH (-7.66%) y la tendencia bajista en 4h sugieren presión vendedora, pero la baja confianza de la IA recomienda evitar operaciones grandes y esperar confirmaciones más sólidas.",YES,none,,0.32020955,0.64592413,-0.04312278,horizon,-0.04312278,,CORRECT_REJECTION_LOSS_AVOIDED
302,2026-06-26T12:45:45Z,SYNUSDT,LONG,MACRO,0.3613,0.30093761,0.48202478,production-defaults-reconstructed,1.5,2,0.603,0,,,,41,3,CONFIRMS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El miedo extremo (13/100) y la debilidad técnica en BTC y ETH sugieren presión bajista, pero la baja confianza de la IA recomienda esperar confirmación antes de operar con posiciones grandes.",YES,none,,0.21718822,0.60335582,-0.2866023,horizon,-0.2866023,,CORRECT_REJECTION_LOSS_AVOIDED
304,2026-06-26T13:00:50Z,SOXLUSDT,SHORT,AI_CONTEXT,224.37,236.02489965,201.0602007,production-defaults-reconstructed,1.5,2,0.654,75,,,,6,96,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: Señal de inteligencia bloqueada + volatilidad USA en 30m + conflicto de alineación sesión/noticias generan incertidumbre operacional crítica.,YES,none,,0.94895712,0.59974776,0.09094887,horizon,0.09094887,,FALSE_NEGATIVE_PROFITABLE
306,2026-06-26T13:30:50Z,SKHYNIXUSDT,SHORT,IMAGE,1733.8,1789.741057,1621.917886,production-defaults-reconstructed,1.5,2,0.59,70,,,,0,87,CONFIRMS,BEARISH,MID_TREND,0,NO,"Chart MID_TREND + imagen rechaza: El precio está recuperándose desde los mínimos recientes con velas alcistas, falta confirmación clara de reversión bajista para un short de calidad.",YES,sl,2026-06-26T14:22:00Z,0.37914907,1.0716637,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
308,2026-06-26T14:45:51Z,ETHUSDT,SHORT,IMAGE,1557.07,1592.571196,1486.067608,production-defaults-reconstructed,1.5,2,0.661,68,,,,15,85,CONFIRMS,BEARISH,MID_TREND,0,NO,"Imagen rechaza: El precio está recuperándose desde soporte con volumen moderado, sin confirmación clara de reversión a la baja.",YES,sl,2026-06-26T16:00:00Z,0.12055932,1.06531622,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
310,2026-06-26T15:00:49Z,SOXLUSDT,SHORT,VOLUME,220.1,232.6093835,195.081233,production-defaults-reconstructed,1.5,2,0.782,75,,,,15,100,CONFIRMS,BEARISH,LATE_TREND,1,NO,Vol spike extremo (4.6x),YES,none,,0.54279254,0.56757393,0.41249035,horizon,0.41249035,,FALSE_NEGATIVE_PROFITABLE
312,2026-06-26T15:30:46Z,SOLUSDT,LONG,MACRO,71.45,69.50691725,75.3361655,production-defaults-reconstructed,1.5,2,1.025,0,,,,95,15,CONTRADICTS,BEARISH,LATE_TREND,0,NO,"Macro bloquea LONG — El miedo extremo del mercado (13/100), caída de ETH del -5.85% y tendencia bajista en BTC confluyen en sesgo bearish, pero la baja confianza de la IA y el tamaño reducido aconsejan esperar confirmaciones adicionales antes de operar con convicción.",YES,none,,1.06017101,0.02573231,1.04473163,horizon,1.04473163,,FALSE_NEGATIVE_PROFITABLE
314,2026-06-26T15:45:49Z,SOXLUSDT,SHORT,VOLUME,224.48,238.235012,196.969976,production-defaults-reconstructed,1.5,2,0.692,75,,,,15,100,CONFIRMS,BEARISH,LATE_TREND,0,NO,Vol spike extremo (4.1x),YES,none,,0.79098441,0.1977461,0.19338406,horizon,0.19338406,,FALSE_NEGATIVE_PROFITABLE
316,2026-06-26T16:00:45Z,SOLUSDT,LONG,MACRO,72.17,70.3101791,75.8896418,production-defaults-reconstructed,1.5,2,1.057,0,,,,90,10,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (13/100) combinado con tendencia bajista en BTC y caída en ETH sugiere presión vendedora, pero la baja confianza de la IA recomienda cautela extrema en cualquier operación.",YES,none,,0.93557396,0.1129141,0.661354,horizon,0.661354,,FALSE_NEGATIVE_PROFITABLE
318,2026-06-26T16:15:45Z,AAVEUSDT,LONG,MACRO,93.68,89.9885396,101.0629208,production-defaults-reconstructed,1.5,2,0.727,0,,,,83,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo con tendencia bajista confirmada en 4h, pero la baja confianza de las señales y la magnitud limitada de los movimientos (-2.38% ETH, +0.38% BTC) sugieren esperar confirmación antes de operar con convicción.",YES,none,,1.21902974,0.40634325,0.33591042,horizon,0.33591042,,FALSE_NEGATIVE_PROFITABLE
320,2026-06-26T16:30:50Z,SOXLUSDT,SHORT,IMAGE,220.78,234.0698521,194.2002958,production-defaults-reconstructed,1.5,2,0.697,87,,,,15,100,CONFIRMS,BEARISH,MID_TREND,0,NO,"Imagen rechaza: El precio está recuperándose desde niveles bajos con volumen moderado, sin señales claras de debilidad para operar en corto.",YES,none,,0.65087256,0.48307535,0.61249741,horizon,0.61249741,,FALSE_NEGATIVE_PROFITABLE
322,2026-06-26T16:45:45Z,HYPEUSDT,LONG,MACRO,65.028,62.84208378,69.39983244,production-defaults-reconstructed,1.5,2,0.67,0,,,,81,6,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 13/100) con Bitcoin en tendencia bajista de 4h y Ethereum con caídas significativas, creando un entorno alcista para posiciones cortas con tamaño reducido debido a la volatilidad.",YES,none,,0.21364039,0.5576609,-0.53570214,horizon,-0.53570214,,CORRECT_REJECTION_LOSS_AVOIDED
324,2026-06-26T17:00:50Z,SOLUSDT,LONG,MACRO,72.42,70.5483051,76.1633898,production-defaults-reconstructed,1.5,2,1.051,0,,,,95,15,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 13/100) con presión bajista confirmada en múltiples timeframes (BTC/ETH negativos, EMA cruzada), lo que favorece operaciones cortas con tamaño moderado.",YES,none,,0.79606992,0.21371004,-0.14959703,horizon,-0.14959703,,CORRECT_REJECTION_LOSS_AVOIDED
326,2026-06-26T17:15:49Z,AAVEUSDT,LONG,MACRO,95.29,91.43790175,102.9941965,production-defaults-reconstructed,1.5,2,0.735,0,,,,83,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo en el mercado (13/100), la presión bajista en BTC y ETH con tendencia alcista rota en 4h, y la señal de inteligencia convergente sugieren un ambiente hostil para largos donde los shorts con posición reducida (0.6x) ofrecen mejor relación riesgo-beneficio.",YES,none,,0.75024047,0.64120898,-0.58409725,horizon,-0.58409725,,CORRECT_REJECTION_LOSS_AVOIDED
328,2026-06-26T17:30:46Z,SOLUSDT,LONG,MACRO,72.7,70.7621815,76.575637,production-defaults-reconstructed,1.5,2,1.078,0,,,,95,15,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo (13/100), la debilidad técnica en BTC y ETH con EMA bajistas, y la confirmación de señal SHORT sugieren un contexto de pánico vendedor donde solo operaciones cortas con tamaño reducido son viables.",YES,none,,0.62441348,0.47992111,-0.22705945,horizon,-0.22705945,,CORRECT_REJECTION_LOSS_AVOIDED
330,2026-06-26T17:45:47Z,AAVEUSDT,LONG,MACRO,97.97,93.9404939,106.0290122,production-defaults-reconstructed,1.5,2,0.732,0,,,,83,15,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado opera en miedo extremo con BTC en tendencia bajista de corto plazo y ETH cayendo -2.08%, creando un contexto propicio para operar SHORT con posiciones reducidas.",YES,sl,2026-06-26T20:36:00Z,0.05211557,1.19369468,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
332,2026-06-26T18:00:47Z,SOLUSDT,LONG,MACRO,72.61,70.802011,76.225978,production-defaults-reconstructed,1.5,2,0.989,0,,,,77,0,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (13/100) combinado con la ruptura bajista en BTC y ETH en caída genera un sesgo bearish claro, permitiendo shorts con posición reducida por confianza media.",YES,none,,0.71903092,0.4646046,-0.34292244,horizon,-0.34292244,,CORRECT_REJECTION_LOSS_AVOIDED
334,2026-06-26T18:15:47Z,AAVEUSDT,LONG,MACRO,96.45,92.5987515,104.152497,production-defaults-reconstructed,1.5,2,0.732,0,,,,83,15,CONFIRMS,BEARISH,MID_TREND,1,NO,Macro bloquea LONG — El miedo extremo del mercado (13/100) combinado con la rotura de medias móviles en Bitcoin y la debilidad en Ethereum crea un ambiente bajista que favorece posiciones cortas con riesgo moderado.,YES,sl,2026-06-26T22:04:00Z,0.07010714,1.09574856,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
336,2026-06-26T18:30:48Z,SOLUSDT,LONG,MACRO,72.43,70.55370085,76.1825983,production-defaults-reconstructed,1.5,2,0.972,0,,,,77,0,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (13/100), la presión bajista en BTC y ETH con tendencia alcista rota en 4h, y la señal de inteligencia confirman un sesgo bajista que favorece operaciones SHORT con posición reducida.",YES,none,,0.7887868,0.55428262,-0.45301945,horizon,-0.45301945,,CORRECT_REJECTION_LOSS_AVOIDED
338,2026-06-26T18:45:46Z,AAVEUSDT,LONG,MACRO,96.39,92.3936706,104.3826588,production-defaults-reconstructed,1.5,2,0.728,0,,,,78,10,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo del mercado (13/100), la presión bajista en BTC y ETH con EMA8 por debajo de EMA21, y la señal de inteligencia convergente generan un contexto propicio para operar shorts con tamaño reducido ante probable continuidad del movimiento bajista.",YES,sl,2026-06-26T22:04:00Z,0.0650597,1.04095523,-1,sl,-1,,CORRECT_REJECTION_LOSS_AVOIDED
340,2026-06-26T19:00:47Z,SOLUSDT,LONG,MACRO,72.52,70.768642,76.022716,production-defaults-reconstructed,1.5,2,0.834,0,,,,77,0,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo (13/100), tendencia bajista en 4h con EMA cruzada negativa y debilidad en BTC/ETH crean un entorno propicio para operar shorts con posición reducida.",YES,none,,0.79366983,0.6452136,-0.39397999,horizon,-0.39397999,,CORRECT_REJECTION_LOSS_AVOIDED
342,2026-06-26T19:15:47Z,AAVEUSDT,LONG,MACRO,94.94,91.0792649,102.6614702,production-defaults-reconstructed,1.5,2,0.673,0,,,,70,2,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El miedo extremo (13/100), la rotura de EMAs en 4h y la debilidad de ETH (-2.34%) confirman presión bajista, ofreciendo oportunidad de cortos con tamaño reducido debido a volatilidad elevada.",YES,none,,0.41442885,0.70193886,0.28751001,horizon,0.28751001,,FALSE_NEGATIVE_PROFITABLE
344,2026-06-26T19:30:50Z,SOXLUSDT,SHORT,AI_CONTEXT,216.74,229.6631225,190.893755,production-defaults-reconstructed,1.5,2,0.614,42,,,,0,82,CONFIRMS,BEARISH,LATE_TREND,1,NO,AI rechaza: fallback,YES,none,,0.5238672,0.4441651,0.30101084,horizon,0.30101084,,FALSE_NEGATIVE_PROFITABLE
346,2026-06-26T19:45:48Z,AAVEUSDT,LONG,MACRO,95.96,92.0347562,103.8104876,production-defaults-reconstructed,1.5,2,0.728,0,,,,70,2,CONFIRMS,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — El mercado está en pánico extremo (Fear & Greed 13) con tendencia bajista confirmada en BTC/ETH y EMA cruzadas negativas, generando un entorno óptimo para operaciones cortas con riesgo controlado.",YES,none,,0.13247585,0.95025945,-0.07133315,horizon,-0.07133315,,CORRECT_REJECTION_LOSS_AVOIDED
348,2026-06-26T20:00:51Z,SNDKUSDT,SHORT,SCORE,2094.16,2170.4607196,1941.5585608,production-defaults-reconstructed,1.5,2,0.74,59,,,65,15,70,NEUTRAL,BEARISH,LATE_TREND,1,NO,Score insuficiente: 59 < threshold dinámico 65 (macro=BEARISH 4h=NEUTRAL intel=SHORT pos=1),YES,none,,0.26985329,0.34272285,-0.31991835,horizon,-0.31991835,,CORRECT_REJECTION_LOSS_AVOIDED
350,2026-06-26T20:15:49Z,SOLUSDT,LONG,MACRO,72.82,70.9488901,76.5622198,production-defaults-reconstructed,1.5,2,0.823,0,,,,82,2,NEUTRAL,BEARISH,MID_TREND,1,NO,"Macro bloquea LONG — Miedo extremo (13/100) y presión bajista en BTC con EMA8 bajo EMA21 sugieren debilidad, pero la baja confianza de la IA advierte esperar confirmación antes de operar con posiciones normales.",YES,none,,0.12826612,0.76425228,-0.28325434,horizon,-0.28325434,,CORRECT_REJECTION_LOSS_AVOIDED
352,2026-06-26T20:30:51Z,MUUSDT,SHORT,IMAGE,1136.24,1176.7526372,1055.2147256,production-defaults-reconstructed,1.5,2,0.641,22,,,,2,87,CONTRADICTS,BEARISH,LATE_TREND,0,NO,"Chart LATE_TREND + imagen rechaza: El precio está en una zona de soporte consolidada después de una caída significativa, sin señales claras de continuación bajista inmediata.",YES,none,,0.32631793,0.10663339,0.08244341,horizon,0.08244341,,FALSE_NEGATIVE_PROFITABLE
